codigoItem;descricaoItem
14095;EQUIPAMENTO PARA LEITURA CONTINUA DA GLICOSE TIPO FREESTYLE LIBRE - MARCA ABBOTT
14110;BORRACHA DE ENRANCE KIT 7 PONTAS
14120;ALAVANCA SELDIN 02 RETA INFANTIL
14121;ALAVANCA SELDIN 01 L ESQUERDA INFANTIL
14122;ALAVANCA SELDIN 01 RETA DIREITA INFANTIL
14124;VORTIOXETINA BROMIDRATO 10 MG (BRINTELLIX)
14126;LINAGLIPTINA + METFORMINA, CLORIDRATO, 2,5MG + 850MG TRAYENTA
14130;RIBOCICLIB 200MG SUCCINATO (KISQALI)
14139;LANCETA PRA PUN��O DIGITAL (TKL)
14140;DISPOSITIVO TIPO CARELINK USB BLACK - MEDTRONIC
14144;FRALDA DESCARTAVEL INFANTIL G 9 A 13KG
14144;FRALDA DESCARTAVEL CONFORT BABY  INFANTIL GRANDE USUARIO DE 9 A 13 KG - LIPPY BABY
14146;BUPROPIONA CLORIDRATO 150 MG COMP (PORT. 344/98 - C1)
14147;OLANZAPINA 5MG (AXONIUM)(PORT. 344/98 - C1)
14148;METFORMINA CLORIDRATO + DAPAGLIFOZINA 10MG + 1000MG LIBERA��O PROLONGADA (XIGDUO XR)
14262;ACALABRUTINIBE 100MG (CALQUENCE)
14269;LUMACAFTOR IVACAFTOR 100MG/125MG (ORKAMBI)
14270;EMBONATO DE TRIPTORRELINA 3,75MG (NEO DECAPEPTYL)
14271;INSULINA ASPARTE 100 U/ML (NOVOMIX)
14272;INSULINA ASPARTE 100U/ML (NOVORAPID)
14273;FRALDA CAL�A GERIATRICA UNISSEX DESCARTAVEL TAMANHO G/XG TIPO ROUPA INTIMA - BIGFRAL
14276;REDE TUBULAR ELASTICA CALIBRE 8 ( 66MM ) PARA FIXACAO DE CURATIVO
14284;TETRABENAZINE 25 MG-30 TABLETS (TIC STOP)
14285;SONDA URETRAL N.8 (BIOSANI)
14310;TRAMADOL CLORIDRATO 100 MG COMP LIBERA��O PROLONGADA (GESICO) (PORT. 344/98 - A2)
14332;AZATIOPRINA 50MG (IMUSSUPREX)
14333;LIMA SUPER ONLY ONE BLUE 25MM SERIE 25-50
14338;PERICIAZINA 40MG/ML (NEULEPTIL 4%)
14340;AGULHA P/ CANETA DE INSULINA 31GX5MM C/ 100 UND - INJEX
14342;FRALDA DESCART�VEL INFANTIL EXTRA GRANDE DE 12 A 15KG - LIPPY BABY
14347;MASCARA FACIAL ORTODONTICA PETIT COR AZUL
14349;MASCARA FACIAL ORTODONTICA PETIT COR ROSA
14350;PLACA LABIO ATIVA ORTODONTICA COM GANCHO COR AZUL
14351;PLACA LABIO ATIVA ORTODONTICA COM GANCHO COR ROSA
14352;BOLSA COLETORA PARA OSTOMIA INTESTINAL, 70MM DUAS PE�AS COM CLAMP INDIVIDUAL OU SISTEMA FECHADO INTEGRADO REF 10387 (COLOPLAST)
14354;MINIPARAFUSO ORTODONTICO 10MM
14355;PLACA BASE CONVEXA 70 MM RECORTE ENTRE 50-60 MM REF 11404 (HOLLISTER)
14356;BOLSA COLETORA PARA OSTOMIA URIN�RIA, TRANSPARENTE, DUAS PE�AS, FLANGE 70MM REF: 18404 (HOLLISTER)
14357;APARELHO PARA MONITORAR GLICEMIA N/a
14418;ETANERCEPTE 50 MG (ERELZI)
14482;DESVENLAFAXINA SUCCINATO MONOIDRATADO 50 MG COMP LIBERA�AO PROLONGADA (DESVE)
14483;VILDAGLIPTINA CLORIDRATO DE METFORMINA 50 MG + 1000 MG (GALVUS MET)
14489;SOMATROPINA 12 UI FRAS AMP (PORT. 344/98 - C5)
14526;AMOXICILINA + CLAVULANATO DE POTASSIO 50 MG/ML+ 12,5 MG/ML SUSP FRASCO 75 ML
14541;CLORIDRATO DE PONATINIBE 15MG (ICLUSIG)
14545;PLACA BASE CONVEXA 70MM RECORTE ENTRE 50-60 MM REF 11704 (HOLLISTER)
14546;BOLSA COLETORA PARA OSTOMIA URINARIA, TRANSPARENTE, DUAS PECAS, FLANGE 70MM REF: 18404 (HOLLISTER)
14546;BOLSA COLETORA PARA OSTOMIA URINARIA, TRANSPARENTE, DUAS PE�AS, FLANGE 70MM REF: 18404 (HOLLISTER)
14548;SUCCINATO DE METOPROLOL 50MG COMP. LIB. PROL. (SELOZOK)
14549;FUMARATO DE FORMOTEROL 6MCG BUDESONIDA 200MCG CAPS. (ALENIA)
14550;HEMIFUMARATO DE QUETIAPINA 200MG COMP. DE LIB. PROL. (QUET XR)(PORTARIA 344/98-C1)
14553;ROMOSOZUMABE 90 MG/ML, SERINGA PREENCHIDA 1,17 ML (EVENITY)
14553;ROMOSOZUMABE 90 MG/ML, SERINGA PREENCHIDA 1,7 ML (EVENITY)
14562;GOLIMUMABE 50MG SERINGA (SIMPONI)
14576;LEVETIRACETAM 100MG/ML (ETIRA) (PORT.344/98-C1)
14598;KIT INFUS�O PARA ABATACEPTE 250 MG/ORENCIA
14610;MALEATO DE FLUVOXAMINA 50 MG COMP (LUVOX) (PORT. 344/98 - C1)
14617;FRALDA DESCARTAVEL GERIATRICA TAM P DE 30 A 40KG (CONFORT CARE)
14627;FRALDA DESCARTAVEL GERIATRICA TAM M DE 40 A 70KG
14630;FOSFATO DE RUXOLITINIBE 15MG COMP. (JAKAVI 15MG)
14639;BOLSA COLETORA PARA ESTOMIA URINARIO UMA PE�A RECORTE 64 A 76MM REF 11804 (COLOPLAST)
14651;LEVOMALATO CABOZANTINIBE 60MG
14655;OXIMETRO DE PULSO DE MESA SPO2, FREQUENCIA CARDIACA ALARMES, BATERIA, ACESSORIOS.
14677;DIVALPROATO DE SODIO 500MG (VALPI) (PORT.344/98)
14685;SOLU��O DESINFETANTE DE ALTO N�VEL A BASE DE �CIDO PERAC�TICO 5% (5 LITROS)
14716;CIMENTO REPARADOR A BASE DE MTA BIO CERAMICO
14717;PINO FIBRA DE VIDRO PARA RECONSTRU��O DE DENTES QUE SOFRERAM TRATAMENTO ENDOD�NTICO
14758;ALIMENTO, MINIMO 40% PROTEINA DE ORIGEM ANIMAL, COMPLETO, ENTERAL E/OU ORAL, NORMOCALORICO MENOR OU IGUAL 1,2KCAL/ML, NORMOPROTEICO MENOR 20%, ISENTO DE GLUTEN (TROPHIC BASIC/NUTRO PREMIUM SOY)
14758;ALIMENTO, MINIMO 40% PROTEINA DE ORIGEM ANIMAL, COMPLETO, ENTERAL E/OU ORAL, NORMOCALORICO MENOR OU IGUAL 1,2KCAL/ML, NORMOPROTEICO MENOR 20%, ISENTO DE GLUTEN (TROPHIC BASIC)
14762;SOLU��O DE RINGER LACTATO FRASCO 1000ML
14766;BATERIA PARA MONITOR DE GLICEMIA (IQUEGO)
14767;MELATONINA 10MG
14784;COLECALCIFEROL 7000UI (DEFULL)
14812;EQUIPAMENTO PARA ULTRASSOM SITE RITE (COMODATO)
14829;CLORIDRATO DE SEVELAMER 800MG (SEVCLOT)
14835;SOLU��O DESINFETANTE DE SUPERFICIE CONTENDO MONOPERSULFATO DE POTASSIO - VIRKON LIQUIDO (13970010)
14836;LUSPATERCEPTE 75MG (REBLOZYL)
14837;SULFATO DE HIDROXICLOROQUINA 400MG (REUQUINOL)
14840;PROTETOR CUTANEO TIPO LENCO CONVATEC- (37444)
14859;MEIA ELASTICA TERAPEUTICA DE ALTA COMPRESSAO (30-40MMHG) TAM M, COR BEGE (ESSITY)
14863;ALBUMINA HUMANA 20% 0,2 G/ML, FRASCO AMPOLA 50 ML (ALBUREX)
14865;OLAPARIBE 150MG (LYNPARZA)
14866;OLEO DERMOPROTETOR A BASE DE ACIDOS GRAXOS ESSENCIAIS (AGE)  (RIOCARE AGE ALMOTOLIA)
14870;CALCITRIOL 0,25 MCG (SIGMATRIOL)
14871;BARICITINIBE 4 MG COMPRIMIDO
14873;SPRAY PARA TESTE DE VITALIDADE - (1148478)
14878;CONDICIONADOR ACIDO PARA PORCELANA FLUORIDRICO 5% - (1278560)
14899;LEVOMEPROMAZINA 25 MG COMPRIMIDO
14900;IBUPROFENO 50MG/ML
14901;ALOGLIPTINA 25MG COMPRIMIDO REVESTIDO
14902;ALPRAZOLAM 0,5MG COMP (PORT. 344/98 - B1)
14903;MINIPARAFUSO ORTODONTICO 10MM LIGA ESPECIAL  DE A�O
14904;SAIS PARA REIDRATA��O ORAL 27,9G
14912;SEMAGLUTIDA 0,25MG/0,5MG (OZEMPIC)
14913;RESINA FOTOPOLIMERIZAVEL AUTOADESIVO COMPOSITO VERSATIL
14918;CLORIDRATO DE DOXICICLINA 100MG
14919;TRIOXIDO DE ARSENIO 2MG/ML AMP  6ML
14922;SECNIDAZOL 1000MG
14923;PONTAS PARA POLIMENTO E ACABAMENTO DE RESTAURA��ES E FACETAS
14926;BECLOMETASONA+FORMOTEROL+GLICOPIRRONIO (100,0 + 6,0 +12,5) (TRIMBOW)
14927;RITUXIMABE 500MG (RIXIMYO)
14928;RITUXIMABE 100MG/10ML FRASCO 10ML (RIXIMYO)
14930;CLOMIPRAMINA, CLORIDRATO 75 MG DRAGEA (PORT. 344/98 - C1) (ANAFRANIL) (PORT. 344/98 - C1)
14931;GOMA DE MASCAR DE NICOTINA 2MG
14936;LEVOTIROXINA SODICA 50MCG (SYNTHROID)
14938;SONDA PARA ASPIRA��O TRAQUEAL N 10 (MARK MED) - 1068400
14942;SUPLEMENTO ALIMENTAR, COLAGENO TIPO II, ACIDO HIALURONICO, GLICOSAMINIGLICANOS (FORTICE II)
14946;INSULINA HUMANA REGULAR 100 UI/ML SOLU��O INJET�VEL 10 ML
14950;COLETOR DE MATERIAL PERFURO CORTANTE (ENFUVIRTIDA)
14960;LANREOTIDA 90MG SOLUCAO INJETAVEL DE LIBERACAO PROLONGADA SERINGA PREENCHIDA 0,5ML
14961;APARELHO PARA ORTODONTIA FUNCIONAL DOS MAXILARES EXPANDOR - 12789310
14964;LEVOTIROXINA 100MCG
14968;OFLOXACINO 400MG
14971;COLCHAO PIRAMIDAL TIPO CAIXA DE OVO 190X7X90 CM (VITAFLEX) - 1096239
14982;PINO FIBRA DE VIDRO PARA RECONSTRUCAO DE DENTES N�1 - 1278510
14983;PINO FIBRA DE VIDRO PARA RECONSTRUCAO DE DENTES N�2 - 1278520
14984;SONDA URETRAL 12FR PARA CATETERISMO INTERMITENTE (LA/BCOLO) - 1618755
14987;ACETATO DE OCTREOTIDA 10 MG (SANDOSTATIN LAR)
14991;WOUND CARE - POLAR FIX
14992;AGENTE PARA CERAMICAS E FIBRA DE VIDRO - 127845
14994;RITUXIMABE 100MG/10ML FRASCO 10ML (RIXIMYO)
15003;TRASTUZUMABE 150MG (HERZUMA)
15012;CIMENTO RESINOSO MULTIUSO FOTO AUTOPOLIMERIZAVEL KIT COM 2,5G DE BASE + 2,5G DE CATALISADOR - 1278417
15083;DASATINIBE 20 MG (SPRYCEL)
15093;TRIHEPTANOIN (DOJOLVI), FRASCO 500ML
15095;KIT IMPLANTAVEL PARA TERAPIA DE ESTIMULACAO DO NERVO VAGO (LIVANOVA) 1376100
15097;DIETA HIPERCALORICA E NORMOPROTEICA COM FIBRAS - ISOSOURCE  SOYA FIBER 1 L
15114;LANADELUMABE 150 MG/ML (TAKHZRO)
15138;SISTEMA DE RECARGA DE NEUROESTIMULADOR MODELO ACTIVA RC (MEDTRONIC) - 1524320
15140;TOXINA BOTULINICA A 100U (PROSIGNE)
15141;ACIDO ZOLEDRONICO 5MG 100ML (AZENTEX)
15142;CARMELOSE SODICA 5MG/ML FRASCO15ML SOLUCAO OFTALMICA (ECOFILM)
15145;CATETER SWAN GANZ PARA TERMODILUICAO SEIS VIAS 100CM- 661199
15155;SONDA URETRAL N 12 (MEDSONDA) - 1300023
15178;BILASTINA 20 MG (ALEKTOS)
15179;FENOBARBITAL 100 MG (GARDENAL)
15186;FULVESTRANTO 50 MG/ML  SERINGA 5 ML
15190;FRALDA DESCARTAVEL INFANTIL GRANDE - CONFORT (526048)
15202;ALAVANCA SELDIN INFANTIL COMPOSTO DE 1L + 1R + N�2, INSTRUMENTO CIRURGICO NAO ARTICULADO NAO CORTANTE - 1095708
15209;UPADACITINIBE 15MG COMPRIMIDO REVESTIDO DE LIBERA��O PROLONGADA (RINVOQ)
15211;BROMETO DE TIOTR�PIO MONOIDRATADO + CLORIDRATO DE OLODATEROL 2,5 + 2,5 MCG SOLU��O PARA INALA��O
15212;RASBURICASE 1,5 MG + DILUENTE 1 ML - P� LIOFILIZADO PARA SOLU��O INJET�VEL
15245;�LEO DERMOPROTETOR CICATRIZANTE
15270;METILFENIDATO CLORIDRATO 30 MG CAPSULA DE LIBERA��O PROLONGADA MODIFICADA (RITALINA LA)
15292;RASAGILINA MESILATO  1 MG (AZILECT)
15294;ARIPIPRAZOL 20 MG/ ML, SUSPENS�O GOTAS, FRASCO 30 ML
15296;LO��O HIDRATANTE PARA PELES SENS�VEIS 500 ML (UMIDIT�)
15297;TESTE R�PIDO PARA DIAGN�STICO DA HANSEN�ASE (5 TESTE + LANCETA)
15298;ARIPIPRAZOL FRASCO 150 ML, 1 MG/ ML, SUSPENS�O ORAL (ACH�) - 148969
15310;AFLIBERCEPTE 40 MG/ML
15313;KIT BUTTON PARA GASTROSTOMIA 16 FR - 1,5 CM (MEDICONE) - 1031452
15349;FENITOINA 100 MG
15353;TEMOZOLOMIDA 180 MG
15359;TESTE R�PIDO PARA DETEC��O DA TUBERCULOSE (TB) LF LAM (25 TESTES)
15360;TUBO 60 UL-ACESS�RIO DE KIT P/DETEC��O DA LAM
15365;GALCANEZUMABE 120MG/ML (EMGALITY)
15377;DESINFETANTE LIMPEZA E DESINFECCAO DE SUPERFICIES DE EQUIPAMENTOS MEDICOS E ARTIGOS - SPRAY
15395;CILOSTAZOL 50 MG
15397;NORADRENALINA 4MG/4ML
15428;BENZOATO�DE�ALOGLIPTINA 25 MG (NESINA/TAKEDA)
15448;ABEMACICLIBE 150MG
15458;DARATUMUMABE 100MG
15461;FLUOXETINA 20 MG/ ML FRASCO 20 ML - SOLU��O ORAL (DAFORIN)
15468;LUSPATERCEPTE 25MG (REBLOZYL)
15469;METADONA CLORIDRATO 10MG (MYTEDOM)
15471;BENDAMUSTINA CLORIDRATO 100MG PO LIOFILIZADO
15472;POTASSIO CITRATO 5MEQ/15ML FRASCO 500ML
15473;CLORETO DE POTASSIO 6% XAROPE 500ML (FAMADER)
15474;FOSFATO SODICO DIBASICO 135G + ACIDO FOSFORICO DIBASICO 58.5G XAROPE 30MG/ML - FRASCO 500ML (FAMADER)
15511;TRIKAFTA - 50MG DE ELEXACAFTOR / 25MG DE TEZACAFTOR/ 37,5MG DE IVACAFTOR CO-EMBALADOS COM COMPRIMIDOS REVESTIDOS DE 75MG DE IVACAFTOR
15513;PREGABALINA 75MG (PREBICTAL)
15520;FLUTICASONA + TRIFENATATO 100+25 MCG - RELVAR ELLIPTA
15526;RITUXIMABE 10MG/ML 500MG (RIXIMYO)
15532;INSULINA ASPARTE 100 UI/ ML 10 ML (FIASP) - JUDICIAL
15538;FLUDROXICORTIDA 0,125MG + NEOMICINA 3,5MG BISNAGA 30G CREME (BIOLAB SANUS)
15539;FRALDA DESCARTAVEL INFANTIL SUPER EXTRA GRANDE DE 15 A 22KG (PANDA) - 1189146
15564;EPINEFRINA 0,15MG KIT (2 CANETAS)
15565;START KIT VENCLEXTA
15579;VOSORITIDA 0,56MG/0,7ML INJ (VOXZOGO)
15581;BRIGATINIBE 90MG
15582;SONDA URETRAL N 6 (MEDSONDA) - 1300188
15584;ATORVASTATINA C�LCICA 10 MG (CIMED)
15587;ESPESSANTE ALIMENTAR EM PO COM AMIDO (ESPESSAMIX/ NUTILIS/ MAXISPERSE/ SUSTAP/BEM VITAL/ESPEFOR)
15587;ESPESSANTE ALIMENTAR LATA 300G
15597;KIT INTRODUTOR PARA ELETRODO - 1185968
15598;SISTEMA NEUROESTIMULADOR EXTERNO (MEDTRONIC) 1610189
15601;SISTEMA NEUROESTIMULADOR IMPLANTAVEL (MEDTRONIC) 1186145
15602;DEXAMETASONA 1 MG/G CREME DERMATOLOGICO
15605;CODE�NA 30 MG (CODEIN) - (PORTARIA 344/98 - LISTA A2)
15631;ALFATIROTROPINA 1,1MG/ML PO LIOFILIZADO (THYROGEN)
15655;MESALT - CURATIVO COMPRESSA COM CLORETO DE SODIO HIPERTONICO A 20% 10CM +/- 1 X 10CM +/- 1
15656;GENTLE AG - CURATIVO DE ESPUMA COM PRATA 10 X 10 CM
15657;CUTICELL CONTACT
15660;"CANABIDIOL 20MG/ML SOL FRASCO 30ML	"
15661;CANABIDIOL 50MG/ML SOL FRASCO 30ML
15666;KIT NEUROESTIMULADOR CEREBRAL PROFUNDA - 1735495
15687;KIT DE BOMBA DE INSULINA MINIMED 780G MMT-1896
15709;MALATO DE C�LCIO 250 MG + COLECALCIFEROL 2,5 MCG - SUPLEMENTO ALIMENTAR (MALACAL)
15745;COLECALCIFEROL VITAMINA D3 1000UI
15748;RIOCIGUATE 0,5MG COMPRIMIDO REVESTIDO
15749;RIOCIGUATE 1MG  COMPRIMIDO REVESTIDO
15750;RIOCIGUATE 1,5MG  COMPRIMIDO REVESTIDO
15751;RIOCIGUATE 2MG COMPRIMIDO REVESTIDO
15791;FRALDA DESCARTAVEL INFANTIL EXTRA GRANDE XG DE 12 A 15 KG (HUGGIES) - 767200
15800;SILICONE DE CONDENSA��O CATALISADOR 120G + 20G
15813;SABONETE LIQUIDO COM BAIXA FORMA��O DE ESPUMA 250ML COM 5,5 E 6,8 SEM FIXADOR SEM CORANTE USO EM RECEM - NASCIDO
15820;NEBULIZAR PORTATIL ALTERA
15833;DARATUMUMABE 1.800MG FRASCO AMPOLA 15ML
15834;HIALURONATO DE S�DIO 0,15% SOLU��O OFT�LMICA
15847;PALIPERIDONA PALMITATO 50MG SUSPENS�O INJETAVIES DE LIBERA��O PROLONGADO SERINGA PREENCHIDA 0,5ML (INVEGA)
15850;TIRA REATIVA PARA MENSURACAO DA CETONA NO SANGUE (FREESTYLE)
15851;SONDA URETRAL 12FR PARA CATETERISMO INTERMITENTE COM BOLSA DE URINA ACOPLADA (LA/BCOLO) - 1753019
15869;SONDA URETRAL 10FR PARA CATETERISMO INTERMITENTE (LA/BCOLO)
15891;BOLSA COLETORA PARA ESTOMA URINARIO DUAS PECAS RECORTE FINAL 44 E 57MM REF: 18403 (HOLLISTER)
15892;BOLSA COLETORA PARA ESTOMA INTESTINAL DUAS PECAS RECORTE FINAL 44 E 57MM REF: 45604(HOLLISTER)
15897;FANCICLOVIR 500MG COMPRIMIDO REVESTIDOS
15900;PLACA PARA BOLSA COLETORA DUAS PECAS RECORTE FINAL 44 A 57 REF: 11203 (HOLLISTER CERAMIDAS))
15902;PLACA PARA BOLSA COLETORA DUAS PECAS RECORTE FINAL 44 A 57 REF: 45541 (HOLLISTER SUAVITA)
15939;ELEXACAFTOR 100MG + TEZACAFTOR 50MG + IVACAFTOR 75MG CO-EMBALADOS COM COMPRIMIDOS DE IVACAFTOR 150MG (TRIKAFTA)
15942;CLORIDRATO DE PIRIDOXINA 40MG
15979;PALBOCICLIBE 100MG (IBRANCE)
15994;PITAVASTATINA C�LCICA 2 MG - COMPRIMIDO REVESTIDO (JUDICIAL)
16010;SONDA NASOENTERAL N�06
16019;OFATUMUMABE 20 MG/ 0,4 ML (KESIMPTA)
16033;GLATIRAMER ACETATO 40MG/ML INJ SER PREENCHIDA 1ML
16077;LEVETIRACETAM 500MG (ETIRA) PORTARIA 344/98 C1
16096;GLICOSAMINA SULFATO + CONDROITINA SULFATO, 500G + 400G, CAPSULA - ARTROLIVE
16109;BUDESONIDA 32MCG/ DOSE SUSP AQUOSA SPRAY NASAL 6ML
16140;TOCILIZUMABE 20 MG/ML 4ML (ACTEMRA)
16153;BENZOATO DE ALOGLIPTINA, + CLORIDRATO DE METFORMINA, 12,5MG + 1000MG, COMPRIMIDO REVESTIDO, UNIDADE 1.0 COMPRIMIDO
16159; VOSORITIDA 1,2MG/0,6ML INJ (VOXZOGO)
16161;COLECALCIFEROL 50.000UI
16183;LENALIDOMIDA 5MG (PORT. 344/98)
16196;HIALURONATO DE S�DIO 20MG/ML SER PREENCHIDA 2ML
16202;MIRABEGRONA, 50MG, COMPRIMIDO REVESTIDO DE LIBERA��O PROLONGADA
16209;VORTIOXETINA BROMIDRATO 10MG (PORT. 344/98 -C1)
16218;CLORIDRATO DE TRAMADOL 37,5 MG + PARACETAMOL 325 MG - COMPRIMIDO (JUDICIAL)
16244;FORMOTEROL FUMARATO 12MCG + FLUTICASONA PROPIONATO 250MCG P� PARA INALA��O  (LUGANO)
16248;DIETA ENTERAL LIQUIDA POLIMERICA HIPERCALORICA E NORMOPROTEICA SEM FIBRAS (NUTRISON ENERGY 1.5KCAL/ML)
16284;SAXAGLIPTINA 5MG + DAPAGLIFOZINA 10MG LIBERA�AO PROLONGADA (QTERN)
16331;LEVODOPA + CARBIDOPA, 250MG  + 25MG
16384;INSULINA LISPRO 100 UI/ ML 10 ML
16388;RIVAROXABANA 2,5MG (XAFAC)
16398;VALSARTANA, + ALODIPINO BENSILATO, 320MG + 5MG (DIOVAN AMLO FIX)
16416;USODESOXIC�LICO  ACIDO  50MG (USACOL)
16423;TOBRAMICINA, 300MG/5ML, SOLUCAO PARA INALACAO, AMPOLA 5ML
16441;MIDAZOLAM 15MG (DORMONID) (PORTARIA 344/98 - B1)
16520;SALMETEROL XINAFOATO 50MCG + FLUTICASONA PROPIONATO 250MCG P� INALANTE 60 DOSES (SERETIDE)
16521;BAMIFILINA CLORIDRATO, 600MG (BAMIFIX)
16584;CATETER CENTRAL PERIFERICO 4FR PONTA ABERTA DUPLO LUMEN
16690;"BROCA CARBIDE FG MULTILAMINADA (FG 284F KAVO 19MM; FG 283 KAVO 19MM)"
16779;CANDESARTANA CILEXETILA 16MG + HIDROCLOROTIAZIDA 12,5MG
16813;ALOGLIPTINA BENZOATO, 34MG EQUIVALENTE A 25MG DE ALOGLIPTINA
16827;CATETER OXIGENIO TIPO SONDA 8FR
16843;TAUROLIDINA + CITRATO 4% + UROQUINASE SOLUCAO 25.000UI AMP 5ML (TAUROLOCK)
16878;PROTETOR CUTANEO EM FORMA DE SPRAY 28ML
16884;DOLUTEGRAVIR S�DICO 50 MG + LAMIVUDINA 300 MG
16987;DESFERROXAMINA MENSILATO 500MG PO LIOF
17159;DUTASTERIDA 0,5MG, CAPSULA
17267;ELTROMBOPAGUE OLAMINA 25MG
17364;IDEBENONA 150MG
17593;FITA TESTE PARA USO DESINFETANTE DE ALTO NIVEL PARA DESINFECCAO DE PRODUTOS A BASE DE ACIDO PERACETICO
17651;DIETA INFANTIL EM PO NORMOCALORICA E NORMOPROTEICA 1 A 10 ANOS SABOR CHOCOLATE (FORTINI COMPLETE)
17813;BARREIRA PROTETORA PARA ESTOMIA EM FORMA DE PASTA COM ALCOOL (HOLLISTER)
17827;PLACA SILICONE PLASTIFICACAO A VACUO 1MM
17863;INSULINA LISPRO 100UI/ML CARPULE 3ML (HUMALOG MIX 25)
17881;CAIXA PARA BANDA OROTONTICA, SUPERIORES COR VERMELHA , DEVIDAMENTE INDENTIFICADA 210MMX160MM
17882;CAIXA PARA BANDA OROTONTICA, INFERIORES COR AZUL, DEVIDAMENTE INDENTIFICADA 210MMX160MM
17923;MALATO DE CALCIO 250MG + COLECALCIFEROL 2,5MCG (JUDICIAL)
17931;SUPLEMENTO MULTIVITAMINICO E MINERAIS 60ML (DEKAS PLUS) JUDICIAL
24968;CATETER INTRAVENOSO PERIFERICO 14G
30128;FINASTERIDA 5 MG
31000;LEVOMEPROMAZINA 100MG
8004002;SISTEMA GERADOR DE RAIOSX IMEX MEDICAL
14041.;LEVETIRACETAM 250MG (KEPPRA)(PORT. 344/98 - C1)
15602J;SISTEMA PROGRAMADOR DESTINADO A ESTIMULACAO SACRAL -1610159
15942J;NEBIVOLOL CLORIDRATO 5MG
2053.1;CARGA PARA GRAMPEADOR ENDOSCOPICO LINEAR CORTANTE 60MM - 10MM  -(ETHICON ENDO-SURGERY)
2053.2;CARGA PARA GRAMPEADOR ENDOSCOPICO LINEAR CORTANTE 60MM - 10MM  -  ENDO + BRASIL (JIANGSU)
2054.1;CARGA PARA GRAMPEADOR LINEAR CORTANTE 75MM OU 80MM - 15MM - (ETHICON ENDO-SURGERY)
2070.2;GRAMPEADOR LINEAR CORTANTE 60 MM - ENDO + BRASIL (JIANGSU)
2071.1;GRAMPEADOR LINEAR CORTANTE 75MM OU 80MM -  (ETHICON ENDO-SURGERY)
2562.2;CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 0,7MM A 1,2MM - ENDO + BRASIL (JIANGSU)
2563.2;CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 1,5MM A 1,9MM - ENDO + BRASIL (JIANGSU)
2564.2;GRAMPEADOR LINEAR CORTANTE 45MM - (ARTICULADO  LONGO - OBESO) - ENDO + BRASIL (JIANGSU)
2564.3;GRAMPEADOR LINEAR CORTANTE 45MM - (ARTICULADO  LONGO - OBESO) - COVIDIEN
2605.1;CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 2MM A 3MM -  (ETHICON ENDO-SURGERY)
2605.2;CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 2MM A 3MM - ENDO + BRASIL (JIANGSU)
2606.2;CARGA PARA GRAMPEADOR LINEAR, ENDOSC�PICA FECHAMENTO GRAMPO 1,5MM A 1,9MM, USO EM GRAMPEADOR LINEAR CORTANTE DE 60 MM - ( ENDO + BRASIL - JIANGSU)
3366A;KIT PARA INFUS�O INFLIXIMABE (REMIPACK)
6152.1;CARGA PARA GRAMPEADOR LINEAR CORTANTE 75MM OU 80MM - 20MM (VERDE) - (ETHICON ENDO-SURGERY)
7066.1;CARGA PARA GRAMPEADOR LINEAR ENDOSCOPICO CORTANTE 60MM COM FECHAMENTO DE 20 VERDE -   (ETHICON ENDO-SURGERY)
7066.2;CARGA PARA GRAMPEADOR LINEAR ENDOSCOPICO CORTANTE 60MM COM FECHAMENTO DE 20 VERDE - ENDO + BRASIL (JIANGSU)
BR023566;CLORIDRATO DE DOXICICLINA 100MG/5ML AMP.
BR0266627U0118;ALFAEPOETINA 1.000 UI SOL INJ (FR-AMP)
BR0266628U0118;ALFAEPOETINA 2.000 UI SOL INJ (FR-AMP)
BR0266629U0118;ALFAEPOETINA 4.000 UI SOL INJ (FR-AMP) GRUPO 1.A
BR0266630U0118;ALFAEPOETINA 10.000 UI SOL INJ (FR-AMP) GRUPO 1.A
BR0266750U0067;RIVASTIGMINA 2 MGML SOL ORAL (FR) 120 ML(PORT. 344/98 - C1)
BR0266820U0118;IMUNOGLOBULINA HUMANA 5 G INJ (FR) GRUPO 1.A
BR0266962U0118;SOMATROPINA 4 UI SOL INJ OU PO LIOF INJ (FR-AMP) GRUPO 1.A (PORT. 344/98 - C5)
BR0266963U0118;SOMATROPINA 12 UI SOL INJ OU PO LIOF INJ (FR-AMP) (PORT. 344/98 - C5)
BR0267140U0042;AZITROMICINA 500MG
BR0267203U0042;DIPIRONA 500 MG COMPRIMIDO
BR0267378U0105;NISTATINA 100.000 UIML SUSPENSAO ORAL  50  ML
BR0267470U0118;ALFAPEGINTERFERONA 2A 180 MCG SOL INJ (FR-AMP)
BR0267498U0042;COMPLEMENTO ALIMENTAR P PACIENTE FENILCETONURICO MAIOR DE 1
BR0267499U0042;COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO- FORMULA DE AMINOACIDOS ISENTA DE FENILANINA 1G
BR0267662U0041;FLUCONAZOL 150 MG CAPSULA
BR0267676U0042;IBUPROFENO  600 MG COMPRIMIDO
